product_id,code
252177965,404
202719601,404
154530131,404
215162868,404
214841295,404
253041020,404
251921456,404
260640691,404
197329296,404
93830430,404
257925319,404
248884068,404
37961414,404
139222915,404
149655340,404
138771951,404
149688054,404
252279274,404
45832109,404
202957538,404
140331433,404
253193479,404
262483955,404
262482056,404
252887336,404
162217485,404
202785989,404
196175015,404
199108529,404
94674261,404
254124238,404
6528635,404
263655215,404
263047165,404
261839476,404
261798479,404
204065025,404
203960914,404
2386945,404
203960841,404
127537280,404
204064868,404
204658727,404
204064908,404
190824033,404
127531945,404
55886475,404
193767656,404
108358268,404
115196180,404
104908913,404
204411026,404
107219238,404
113887120,404
204411091,404
115667335,404
100319951,404
225210590,404
107195032,404
225210603,404
108055389,404
40184664,404
242502865,404
251550541,404
228988486,404
127113936,404
197856197,404
127097023,404
242075879,404
251265495,404
247666472,404
251536700,404
248644380,404
204411099,404
251265358,404
251265271,404
247249283,404
228987720,404
248353725,404
251536737,404
197366896,404
251265500,404
251265414,404
251265341,404
251267028,404
251265476,404
251536998,404
247247956,404
251267048,404
251265507,404
251265281,404
127528127,404
251265309,404
251265412,404
251265261,404
251536661,404
262818198,404
251536679,404
127114141,404
247238593,404
248638676,404
251536925,404
251262923,404
251265401,404
251265307,404
251265337,404
247238807,404
251536707,404
251536952,404
251537022,404
251267032,404
251536923,404
228989781,404
225209672,404
242504261,404
107278644,404
115677940,404
201121651,404
262787489,404
107975641,404
203960672,404
242200601,404
108324598,404
217332235,404
203958134,404
171104261,404
220741858,404
195940874,404
248215260,404
199144320,404
212251398,404
183034117,404
209378834,404
207749479,404
203999095,404
206781406,404
212479761,404
210757803,404
192259825,404
215129611,404
226562217,404
210761027,404
205113157,404
203999080,404
212252157,404
212211925,404
203982877,404
209908633,404
215738858,404
205298840,404
212251743,404
239142056,404
208748014,404
176508941,404
215129265,404
215129312,404
207285065,404
212251999,404
114572662,404
210132074,404
207256868,404
215129353,404
262346337,404
206781402,404
251772966,404
215129445,404
206713368,404
212479704,404
215129295,404
215129477,404
215129541,404
206553948,404
212251981,404
198817566,404
215129534,404
207397535,404
215129516,404
207281745,404
215129627,404
206147748,404
175150254,404
201610324,404
204437685,404
206987457,404
215129641,404
225249714,404
205829661,404
203998915,404
212211917,404
205829900,404
215129592,404
206984985,404
207271258,404
207289508,404
243245471,404
175150267,404
237819237,404
201610378,404
209377538,404
136699272,404
215129358,404
202784251,404
202784158,404
207268453,404
207194970,404
212479746,404
215129303,404
204430928,404
205115266,404
205116826,404
210758473,404
212479743,404
204429541,404
206987459,404
114572377,404
205829906,404
215129375,404
206781415,404
206914169,404
203960964,404
209908200,404
216935800,404
205297523,404
215723322,404
205829904,404
206553980,404
207876075,404
260807619,404
260807322,404
165015382,404
202784240,404
212251749,404
203999042,404
215129650,404
215129617,404
262830165,404
208748025,404
215129479,404
215129351,404
207997494,404
248113986,404
202784229,404
222655805,404
200935495,404
204064846,404
204064755,404
206553941,404
207255107,404
208071217,404
204049817,404
215129437,404
202784196,404
202784141,404
215129560,404
116106095,404
215129524,404
150252282,404
215129548,404
207749486,404
215129302,404
203960952,404
203960697,404
215129393,404
247449409,404
215129440,404
215129629,404
206987830,404
208062183,404
215129246,404
114572652,404
116106183,404
199144679,404
202724634,404
150247761,404
150857989,404
35251478,404
38208053,404
91129745,404
146232045,404
185235526,404
149128429,404
36767996,404
150857577,404
138989666,404
205691936,404
109281355,404
144199447,404
242424871,404
162966789,404
143144978,404
205690661,404
229770132,404
144230422,404
259514222,404
251773322,404
252357193,404
204064371,404
137676921,404
137675299,404
137676203,404
31855083,404
137675369,404
137675537,404
137676428,404
137676504,404
137676419,404
35865497,404
36869362,404
137676513,404
137676509,404
137675321,404
20150585,404
204450798,404
24243874,404
33065672,404
52484184,404
229764828,404
205673512,404
243300456,404
139196211,404
172069313,404
206147399,404
206246426,404
11119985,404
243017139,404
205977423,404
116813643,404
205685450,404
205685551,404
252882714,404
245784317,404
111712435,404
242391973,404
229805444,404
143468298,404
54683588,404
143468129,404
68139092,404
206147376,404
83743179,404
251770063,404
206553302,404
209907468,404
227326580,404
250099753,404
229805345,404
243082353,404
242841242,404
245773668,404
89698759,404
124275744,404
206553965,404
129010866,404
251772917,404
107077858,404
242999577,404
206553450,404
206554056,404
229747995,404
206553261,404
209909083,404
206553308,404
248865886,404
248858613,404
144197460,404
209907945,404
116470301,404
38495219,404
206553432,404
116470590,404
206244672,404
206553272,404
205666051,404
206554060,404
11078812,404
245787203,404
248154660,404
144198306,404
253073394,404
206553412,404
250100139,404
205691354,404
155199093,404
242717741,404
250099921,404
242717078,404
16197757,404
36995833,404
31909260,404
77718785,404
109976728,404
38467919,404
31908911,404
110360088,404
41343279,404
74571640,404
35723368,404
35723131,404
206473684,404
206470218,404
225314670,404
209165308,404
41293717,404
136891407,404
209165145,404
209165158,404
83665733,404
77879001,404
114572449,404
253614911,404
203960851,404
203960862,404
204064409,404
203960855,404
204437733,404
203960840,404
204065101,404
204650196,404
203960845,404
204064542,404
204065506,404
203992378,404
203992243,404
204064916,404
203960916,404
203961147,404
213969882,404
213969881,404
204065056,404
203992149,404
204064746,404
204437406,404
203960707,404
206836167,404
203992328,404
204064320,404
204064447,404
204064369,404
203998899,404
204065053,404
204064488,404
197856522,404
203961125,404
203961026,404
203961169,404
203960975,404
203961052,404
204044482,404
204437759,404
129172465,404
243084656,404
247922159,404
246856779,404
249601277,404
249591076,404
262811657,404
97708090,404
57522629,404
39951047,404
137675541,404
213921058,404
202715453,404
253620976,404
205889379,404
205892589,404
205692600,404
205886057,404
88096885,404
210959895,404
114572403,404
214234034,404
222399161,404
207299029,404
207299276,404
74443873,404
222399232,404
251590785,404
248619617,404
2152895,404
242859748,404
246960313,404
251590836,404
242866154,404
108102585,404
193155919,404
258668703,404
111521985,404
246136752,404
262835627,404
251751008,404
202012916,404
262846190,404
254181075,404
262845891,404
262846146,404
246162959,404
262749764,404
262845989,404
261961817,404
246209066,404
144631305,404
95296908,404
82921009,404
250086235,404
248540527,404
121331576,404
14348102,404
243084989,404
262838603,404
245900784,404
246856167,404
262839280,404
262839195,404
205529304,404
262301764,404
246770166,404
246755238,404
93764811,404
114877982,404
57763788,404
228930728,404
73544502,404
262787502,404
2069457,404
197379419,404
114876967,404
114894597,404
180576324,404
135370586,404
107405220,404
261995759,404
221239902,404
221255334,404
146250691,404
80665479,404
246852873,404
246856195,404
242882260,404
92744455,404
92743919,404
212260370,404
207990670,404
179142419,404
130773904,404
247275270,404
246853057,404
246851142,404
245769955,404
179142316,404
205081143,404
203200763,404
242712795,404
129714951,404
111158140,404
129727779,404
140987470,404
249093147,404
199607003,404
252356056,404
242881295,404
205285722,404
129416808,404
207709582,404
245218785,404
245889367,404
246432064,404
242200678,404
261815158,404
255349730,404
262082309,404
247950409,404
263110063,404
263294035,404
262646337,404
244690356,404
167473816,404
262780647,404
206673684,404
262779574,404
249662613,404
240474641,404
249657975,404
249017750,404
260810317,404
87556401,404
52277277,404
87563213,404
87548845,404
17928527,404
130422290,404
69090355,404
54745696,404
87549360,404
126158085,404
87549039,404
196800922,404
130425293,404
91403505,404
218750573,404
134389899,404
202788110,404
190703156,404
76359080,404
23383685,404
207831478,404
202786108,404
150947006,404
258610145,404
162976249,404
162973658,404
166412645,404
162197629,404
162163898,404
248494132,404
248496686,404
246856721,404
205422991,404
248495222,404
186552167,404
248492481,404
248493276,404
249602001,404
248495488,404
249657398,404
248496424,404
249601462,404
249600827,404
248494625,404
246850985,404
249602668,404
205286057,404
249601697,404
263625495,404
198074821,404
205280846,404
248491779,404
154532215,404
147873300,404
154532108,404
154532335,404
147873788,404
168404037,404
262524753,404
186676376,404
208122526,404
248494657,404
248916220,404
208613149,404
176150593,404
190367084,404
190703501,404
167475454,404
104794757,404
104792902,404
104791896,404
167478124,404
173380362,404
167481417,404
167477772,404
195548070,404
26162099,404
167483500,404
167477366,404
178088896,404
183491790,404
53492237,404
164552469,404
230005869,404
230004864,404
217524778,404
225263759,404
230201510,404
247437307,404
260805654,404
217528573,404
195238171,404
198289547,404
214595306,404
205278683,404
192970180,404
262673016,404
214798971,404
262673273,404
244167141,404
153612232,404
166233431,404
150946988,404
262533668,404
189235633,404
243223165,404
263403786,404
181940296,404
91932472,404
75769663,404
74532664,404
91938807,404
91940010,404
91937597,404
91945133,404
91950879,404
74421745,404
214757478,404
214760217,404
153530111,404
253111307,404
162087391,404
261900853,404
261900461,404
261900631,404
198414835,404
253186947,404
195745514,404
49250760,404
192761524,404
225915740,404
262198965,404
192757872,404
192786153,404
200551129,404
263403811,404
262213883,404
253664020,404
253350227,404
200546939,404
215878052,404
215886021,404
247288733,404
248746103,404
215887031,404
262235674,404
200548604,404
200550020,404
192754653,404
192784272,404
262227178,404
200539150,404
215881061,404
164968515,404
202787474,404
164968086,404
202798804,404
202788159,404
203703280,404
203704047,404
203731026,404
200800257,404
200798631,404
248777924,404
200800067,404
262706662,404
200799084,404
203730958,404
210279841,404
261988228,404
210276664,404
210279181,404
210279892,404
200799123,404
210279490,404
200799409,404
210276967,404
210278452,404
164972793,404
242703693,404
144045034,404
263099604,404
252757905,404
263099547,404
200800397,404
210278948,404
261979067,404
261979142,404
261979037,404
261978931,404
261978851,404
261979001,404
261978823,404
261978937,404
261979084,404
261979157,404
261978932,404
261979052,404
200528988,404
252211869,404
261978801,404
263573578,404
263573701,404
263573593,404
263573803,404
263573693,404
263573515,404
263573516,404
263573576,404
244306095,404
263573936,404
263573581,404
206134891,404
253614654,404
193647601,404
186909064,404
197729017,404
198465853,404
200798638,404
102797694,404
199638230,404
189420388,404
251573204,404
210278471,404
164965404,404
253146662,404
196469884,404
200798555,404
262693032,404
219369225,404
200797942,404
203730972,404
248783003,404
200797882,404
263401984,404
197730935,404
210280121,404
210278015,404
210279196,404
208760933,404
200795801,404
203703583,404
200798618,404
210280335,404
242716498,404
185851073,404
257787201,404
252720992,404
217763386,404
253766925,404
249947528,404
190695872,404
10297936,404
190702768,404
54368341,404
87550755,404
87558163,404
87547798,404
87555421,404
87553574,404
54442572,404
87554029,404
87553797,404
54393657,404
54383631,404
54583105,404
54393665,404
198079078,404
253116073,404
87552652,404
53838886,404
54393674,404
87555783,404
53839583,404
54393642,404
54442551,404
53837553,404
52659820,404
87550859,404
53840242,404
87551805,404
53839813,404
53837414,404
53836822,404
54383608,404
52659824,404
54442554,404
121106476,404
190826135,404
260797947,404
261978845,404
191123281,404
261072979,404
42496586,404
52649564,404
87557157,404
12671823,404
52649551,404
23569151,404
87560124,404
239178180,404
52649547,404
174932071,404
52649555,404
52649533,404
52112865,404
178745135,404
198364422,404
249610710,404
199684319,404
143406068,404
45244396,404
87548184,404
87552969,404
163570490,404
178041627,404
178041921,404
177703218,404
178042439,404
177703021,404
87564818,404
163570579,404
177703463,404
163570578,404
178042430,404
176488082,404
163569552,404
177703051,404
178042489,404
177703395,404
178041869,404
163570657,404
163569558,404
21284912,404
164536069,404
177703256,404
178042482,404
177703093,404
177703356,404
178042194,404
178042421,404
14083682,404
163570467,404
163570619,404
177703412,404
184698105,404
177813776,404
139033619,404
71092007,404
178297848,404
180585865,404
180585063,404
178606776,404
180592620,404
187946670,404
178111489,404
190702979,404
242102470,404
253184152,404
254896486,404
155778757,404
153770931,404
254896992,404
254896847,404
254896832,404
254871792,404
254896768,404
254896507,404
254896890,404
254897050,404
254896809,404
254896904,404
144046174,404
254896526,404
254896794,404
254871760,404
254871744,404
13763748,404
36023947,404
59478772,404
94306870,404
250118468,404
259485900,404
250117849,404
199684298,404
202799211,404
35227126,404
251102827,404
80021389,404
173238278,404
87851756,404
161869519,404
173281156,404
247788699,404
247788323,404
161894761,404
173276282,404
247788420,404
173237581,404
207067802,404
144763130,404
161874320,404
206488185,404
63582317,404
221692672,404
109017703,404
172067531,404
263087695,404
166209502,404
221225764,404
166208944,404
63548262,404
63600586,404
87558397,404
113709695,404
63507919,404
113709643,404
63595377,404
113709617,404
113709632,404
250010817,404
63598759,404
174113468,404
207341537,404
205793001,404
205810478,404
251262713,404
106242035,404
13940547,404
36740931,404
12023133,404
87771852,404
34725666,404
34723602,404
128660837,404
16753510,404
45463834,404
33564005,404
25293276,404
12354438,404
83788044,404
70806893,404
70880515,404
36188812,404
46732905,404
44778879,404
12316293,404
71011303,404
87557001,404
83910574,404
84549047,404
10686361,404
83930047,404
12107818,404
46655824,404
187598558,404
14054194,404
208120165,404
87851737,404
19562427,404
10170131,404
130423003,404
41321260,404
9969307,404
263100423,404
247788646,404
87851730,404
87851659,404
204658871,404
13635619,404
10102128,404
7253439,404
120431463,404
102638291,404
